Tweet Id,Event,earthquake,fire,vol,TSUNAMI,storm,hurricane,No
1.43145E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 145,463 acres and 19% contained.  Unified Command: 
@CALFIREAEU, @EldoradoNF, @ElDoradoSheriff

 ",0,1,0,0,0,0,0
1.43145E+18,"#WestwardFire off South San Gorgonio Ave and 4th St, Banning, Riverside County is 160 acres and 98% contained. 
@CALFIRERRU

 ",0,1,0,0,0,0,0
1.43145E+18,"#McFarlandFire off McFarland Ridge and Baker Flat, west of Platina in Shasta County remains 122,653 acres and 93% contained. Unified Command: 
@ShastaTrinityNF &amp; @CALFIRETGU
 
 ",0,1,0,0,0,0,0
1.43145E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 23,594 acres and 19% contained. Lead Agency: 
@kerncountyfire &amp; @sequoiaforest
 
 ",0,1,0,0,0,0,0
1.43145E+18,"#RockFire off Gulley View Rd and Rock Canyon Rd, Anza in Riverside County is 295 acres and 100% contained.
@CALFIRERRU

 ",0,1,0,0,0,0,0
1.43144E+18,"#BennettFire off East Bennett Rd and Lava Rock Ave, Grass Valley in Nevada County is 59 acres and 90% contained. Unified Command: 
@CALFIRENEU, Nevada County Consolidated Fire District, and Grass Valley Fire Department.

 ",0,1,0,0,0,0,0
1.43144E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 100 acres and 25% contained. Unified Command: @CALFIRETCU &amp; City of Sonora
 ",0,1,0,0,0,0,0
1.43144E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 752,920 acres and 47% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, @LassenNF, and @NatlParkService
 
 ",0,1,0,0,0,0,0
1.43144E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 700 acres and 50% contained.
@CALFIRETCU

 ",0,1,0,0,0,0,0
1.43143E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county remains 160,148 acres and 22% contained. Unified Command:  
@CALFIRESHU &amp;  @ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43132E+18,"#WashingtonFire Evacuation Orders, Warnings and Road Closure Changes. @CALFIRE_TUU 

 ",0,1,0,0,0,0,0
1.4313E+18,"#BennettFire off East Bennett Rd and Lava Rock Ave, Grass Valley in Nevada County is 59 acres and 80% contained. Unified Command: @CALFIRENEU, Nevada County Consolidated Fire District, and Grass Valley Fire Department.
 ",0,1,0,0,0,0,0
1.4313E+18,"#SouthFire off North of Glen Helen, east of Sierra Ave. and Lytle Creek Rd. west of the 15 Fwy. in San Bernardino County remains 900 acres and 10% contained. Evacuations Warnings in effect. Unified Command: @CALFIREBDU and  @SanBernardinoNF 

 ",0,1,0,0,0,0,0
1.4313E+18,"#DixieFire above the Cresta Dam, Feather River Canyon in Butte, Plumas, Lassen, and Tehama Counties is 750,672 acres and 46% contained. Unified Command: 
@CALFIRE_ButteCo, @CALFIRETGU, @CALFIRELMU, 
@LassenNF, and @NatlParkService 

 ",0,1,0,0,0,0,0
1.4313E+18,"#FrenchFire near Sawmill Rd and NF-25S02, west of Lake Isabella in Kern County is 22,916 acres and 19% contained. Lead Agency: 
@kerncountyfire &amp; @sequoiaforest  ",0,1,0,0,0,0,0
1.43129E+18,"#WashingtonFire Evacuation Orders, Warnings and Road Closure Changes. @CALFIRE_TUU 

 ",0,1,0,0,0,0,0
1.43129E+18,"Today, over 15,200 firefighters remain on the frontlines of 14 active large wildfires that have burned over 1.68 million acres. Get the latest on these incidents at:  ",0,1,0,0,0,0,0
1.43129E+18,"#MonumentFire off Del Loma, CA near Monument Peak in Trinity county remains 160,148 acres and 22% contained.  Unified Command:  @CALFIRESHU &amp;  
@ShastaTrinityNF

 ",0,1,0,0,0,0,0
1.43128E+18,"#McFarlandFire off McFarland Ridge and Baker Flat, west of Platina in Shasta County is 122,653 acres and 93% contained. Unified Command: @ShastaTrinityNF
&amp; @CALFIRETGU 

 ",0,1,0,0,0,0,0
1.43127E+18,"#RockFire off Gulley View Rd and Rock Canyon Rd, Anza in Riverside County is 295 acres and 85% contained.
@CALFIRERRU

 ",0,1,0,0,0,0,0
1.43127E+18,"#WestwardFire off South San Gorgonio Ave and 4th St, Banning, Riverside County is 160 acres and 95% contained. 
@CALFIRERRU

 ",0,1,0,0,0,0,0
1.43126E+18,"#AirolaFire off Parrotts Ferry Rd and Airola Rd, west of Columbia in Calaveras County is 700 acres and 35% contained.
@CALFIRETCU

 ",0,1,0,0,0,0,0
1.43126E+18,"#WashingtonFire near Golf Links Road and Highway 108, West of Sonora in Tuolumne County is 81 acres and 10% contained. Unified Command: @CALFIRETCU &amp; City of Sonora
 ",0,1,0,0,0,0,0
1.43126E+18,"#CaldorFire near Little Mountain, south of Pollock Pines in El Dorado County is 143,951 acres and 12% contained.  Unified Command: 
@CALFIREAEU, @EldoradoNF , @ElDoradoSheriff
 
 ",0,1,0,0,0,0,0
1.4311E+18,"#McFarlandFire off McFarland Ridge and Baker Flat, west of Platina in Shasta County is 122,598 acres and 84% contained. Unified Command: 
@ShastaTrinityNF &amp; @CALFIRETGU  

 ",0,1,0,0,0,0,0
1.43109E+18,"#SouthFire off North of Glen Helen, east of Sierra Ave. and Lytle Creek Rd. west of the 15 Fwy. in San Bernardino County is 900 acres and 10% contained. Evacuations Warnings in effect. Unified Command: @CALFIREBDU and  @SanBernardinoNF

 ",0,1,0,0,0,0,0
1.43109E+18,"#BennettFire off East Bennett Rd and Lava Rock Ave, Grass Valley in Nevada County is 59 acres and 75% contained. Unified Command: 
@CALFIRENEU, Nevada County Consolidated Fire District, and Grass Valley Fire Department.
 ",0,1,0,0,0,0,0
